Compound_ID,SMILES,Sau_Mean_10uM,HepG2_Mean_10uM,HSkMC_Mean_10uM,IMR90_Mean_10uM,id
BRD-K97661746,CCCNC(=O)Cc1nnc[nH]1,1.000492404,1.007244252,1.018071449,1.081295267,32799999
BRD-K00003349,CN(C)[C@H]1[C@@H]2C[C@@H]3Cc4c(cc(c(c4C(=O)[C@@H]3C(=O)[C@]2(O)C(=O)[C@H](C(=O)N)C1=O)O)NC(=O)CNC(C)(C)C)N(C)C,0.889177804,0.964840338,1.010627025,1.000715682,32835611
BRD-K88230627,COc1ccc(cc1)NC(=O)Nc1ccc2c(c1)C(=O)N(C[C@H](C)[C@@H](CN(C)C(=O)Cc1ccccc1)OCCCC[C@@H](C)O2)[C@@H](C)CO,1.129880629,1.0022486,0.989513849,1.035043966,32858995
BRD-K69749540,C[C@@H]1CCCCO[C@@H](CN(C)C(=O)Nc2c(noc2C)C)[C@@H](C)CN([C@H](C)CO)C(=O)c2cc(ccc2O1)NC(=O)Cc1ccccc1,0.912975783,1.014864352,0.988910864,1.004043502,33094563
BRD-K18403280,C[C@H]1CN([C@@H](C)CO)C(=O)c2cccc(c2O[C@H]1CN(C)C(=O)NC1CCCCC1)NC(=O)Nc1ccc(cc1)C(F)(F)F,0.176858296,0.962325887,1.005109213,0.933168865,33122884
BRD-K16032845,C[C@H]1CN([C@H](C)CO)C(=O)c2cc(ccc2O[C@H]1CN(C)S(=O)(=O)c1ccc(cc1)Cl)NS(=O)(=O)c1c(noc1C)C,1.066217337,1.094021261,1.039179197,1.089988315,33750798
BRD-A85177162,CN(C)c1ccc(cc1)N[C@H]1CC(=O)N(C)C1=O,0.831023933,1.006190947,0.993468035,1.015405908,34125031
BRD-K31903015,COc1ccccc1CNC(=O)C[C@@H]1C[C@@H]2[C@@H](Oc3ccc(cc32)NC(=O)c2ccc3c(c2)OCO3)[C@H](CO)O1,1.052309543,1.01104094,0.827935901,0.966107996,34230455
BRD-A55974958,CCC(=O)N1CCC[C@@](C)(C1)C(=O)NS(=O)(=O)c1ccc(cc1)S(=O)(=O)C,0.839636875,0.931013699,0.987076663,1.01750672,34252721
BRD-K00557942,OC[C@H]1O[C@H](CCNC(=O)Nc2cc(ccc2F)F)CC[C@H]1NC(=O)CN1CCOCC1,0.959120715,1.021264168,1.014170047,0.953266842,34311076
BRD-K66079914,C[C@H]1CN([C@@H](C)CO)C(=O)c2cccc(c2O[C@@H]1CN(C)S(=O)(=O)c1ccc(cc1)F)NC(=O)Nc1cccc2ccccc12,0.881571442,0.881876474,0.992272739,1.035996392,34361045
BRD-K43779682,C[C@H]1CN([C@@H](C)CO)C(=O)c2cccc(c2O[C@H]1CN(C)Cc1ccc(cc1)C(=O)Nc1ccccc1N)NC(=O)Nc1cccc2ccccc12,0.90589968,0.898585841,1.045497406,0.834124572,34628887
BRD-K74749958,OC[C@@H](O)[C@@H](O)[C@H](O)/C=N/NC(=O)CCCCC(=O)NO,0.749002962,0.924997556,0.994505749,0.983942223,34911985
BRD-K51035598,C[C@H]1CCCCO[C@H](CN(C)Cc2ccc(c(c2)Cl)Cl)[C@@H](C)CN([C@@H](C)CO)C(=O)c2cc(ccc2O1)NC(=O)Nc1ccc(cc1)F,0.921402264,0.612638348,0.986199678,0.944210354,34972338
COTININE,CN1C(=O)CCC1c1cccnc1,0.936385,1.101252646,1.001454215,1.015911169,35063790
BRD-K96493019,CC(C)NC(=O)N(C)C[C@H]1Oc2ccc(cc2CC(=O)N(C[C@H]1C)[C@H](C)CO)NS(=O)(=O)c1c(noc1C)C,1.15957402,0.957117269,1.101971897,1.074762662,35308085
BRD-K51879908,OC(=O)CNCP(=O)(O)O,0.955744387,1.056532083,0.995102756,1.037019343,35355611
BRD-K47558900,C[C@H]1CN([C@@H](C)CO)C(=O)c2cc(ccc2O[C@@H]1CN(C)S(=O)(=O)C)NC(=O)Cn1cnnn1,0.928502643,1.025287119,1.016550567,1.074641129,35395043
BRD-K62271915,OCC=CC(=O)O,0.921736788,1.051116365,0.986103577,1.015466634,35453576
BRD-K90133009,C[C@H]1CCCCO[C@@H](CN(C)C(=O)c2ccncc2)[C@H](C)CN([C@@H](C)CO)C(=O)c2cc(ccc2O1)NC(=O)C1CCCCC1,1.00996218,0.965224611,0.994377209,0.937596521,35458071
BRD-K98019070,C[C@@H](O)C#Cc1cnc2c(c1)C(=O)N(C[C@@H](C)[C@H](CN(C)Cc1cncnc1)O2)[C@H](C)CO,0.98951973,0.992115268,0.98810168,1.034891968,35461688
BRD-K24045217,C[C@@H]1CN([C@H](C)CO)C(=O)Cc2cc(ccc2O[C@H]1CN(C)Cc1ccc(cc1)C(F)(F)F)NC(=O)Cc1ccccc1,1.171840348,0.99710103,1.035960137,1.066557038,35674113
BRD-K65680852,O[C@H]1COC[C@H]2O[C@H](CC[C@@H]2N(C1)S(=O)(=O)c1cccc(c1)F)CC(=O)NCCCN1CCOCC1,1.017222864,1.036485076,1.002074884,1.016520427,35688034
BRD-K00004578,CC1(C)N(CCn2c(c(nc21)-c1ccc(cc1)F)Nc1ccc(cc1)F)C(=O)CN,0.661013819,0.993769071,1.021643189,0.941341511,35707891
BRD-K98545272,CN(C)CC(=O)N[C@H]1C=C[C@H](CC(=O)NCCN2CCCCC2)O[C@H]1CO,0.888522675,1.02134678,0.993247538,1.091837167,35760238
BRD-K37644287,C[C@@H]1CN([C@H](C)CO)C(=O)c2cccc(c2O[C@@H]1CN(C)S(=O)(=O)c1ccc(cc1)C)NC(=O)Nc1cccc2ccccc12,1.0927849,0.956557179,0.989194001,1.051140193,35779251
BRD-K21007474,C[C@H]1CCCCO[C@H](CN(C)Cc2ccncc2)[C@@H](C)CN([C@@H](C)CO)C(=O)c2cc(ccc2O1)NC(=O)Nc1ccc(cc1)C(F)(F)F,1.269569835,0.867934007,0.905213783,0.990925849,35837431
BRD-K42903597,OC[C@@H]1O[C@@H](C[C@@H]2[C@H]1Oc1ccc(cc12)NS(=O)(=O)c1ccc(cc1)F)CC(=O)NCCc1ccccc1,1.047080265,0.984031837,1.041896857,0.869952511,35950676
BRD-K81176282,C[C@@H]1CCCCO[C@H](CN(C)Cc2ccc(cc2)C(F)(F)F)[C@H](C)CN([C@@H](C)CO)C(=O)c2cc(ccc2O1)NS(=O)(=O)C,0.90102167,0.997318764,0.995397698,0.993682743,36145107
BRD-K28659150,C[C@H]1CN([C@@H](C)CO)C(=O)c2cc(ccc2O[C@@H]1CN(C)S(=O)(=O)C)NC(=O)NC1CCCCC1,0.900242885,1.00125999,1.004458947,0.922757676,36345622
BRD-K82178241,C[C@@H]1CN([C@H](C)CO)C(=O)Cc2cc(ccc2O[C@@H]1CN(C)C(=O)Nc1cccc2ccccc12)NC(=O)Nc1ccccc1,0.872291354,1.05917233,1.087975902,0.995840062,36417466
BRD-K88763194,OC[C@H]1O[C@H](CC(=O)N2CCC(CC2)Cc2ccccc2)C=C[C@H]1NS(=O)(=O)c1ccc(cc1)F,1.047327973,0.993622448,0.988005916,1.009532357,36722366
BRD-K77357790,C[C@@H]1CN([C@H](C)CO)C(=O)Cc2cc(ccc2O[C@H]1CN(C)S(=O)(=O)c1cccs1)NS(=O)(=O)c1c(noc1C)C,1.069350281,1.067587909,1.025482307,0.924888216,36759710
BRD-K46378293,C[C@@H]1CN([C@@H](C)CO)C(=O)c2cccc(c2O[C@@H]1CN(C)Cc1ccc(cc1)C(F)(F)F)NC(=O)c1nc2ccccc2s1,1.261134928,0.951653925,1.006900841,1.036924607,36808031
BRD-K25029498,C[C@@H]1CCCCO[C@@H](CN(C)Cc2ccc(c(c2)Cl)Cl)[C@H](C)CN([C@@H](C)CO)C(=O)c2cc(ccc2O1)N(C)C,1.193192208,0.98648637,1.00274789,1.035417391,37073478
BRD-K45146665,COCCOC(=O)N1C(=O)[C@@]2([C@H]([C@H]3N([C@@H]([C@@H](OC3=O)c3ccccc3)c3ccccc3)[C@H]2c2ccc(cc2)OCCO)C(=O)N2CCc3cc(c(cc3C2)OC)OC)c2ccccc21,1.075406972,0.989296858,0.996442487,1.029553095,37281846
BRD-A66338081,CC(C)C[C@@](O)([C@@H](O)C(=O)OCc1ccc(cc1)O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)C(=O)OCc1ccc(cc1)O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,0.893626639,1.022869954,0.988475084,0.946697,37334322
BRD-K10396542,C[C@H]1CCCCO[C@H](CN(C)C(=O)Nc2cccc3ccccc23)[C@H](C)CN([C@@H](C)CO)C(=O)c2cc(ccc2O1)NC(=O)Nc1ccc(cc1)C(F)(F)F,0.904077431,0.976050445,0.882522681,0.955935382,37409156
LIPOAMIDE,NC(=O)CCCCC1CCSS1,1.06925,0.996229819,1.011110745,1.0740566,37441392
BRD-K32057643,C[C@H]1CN([C@H](C)CO)S(=O)(=O)c2ccc(cc2O[C@H]1CN(C)C(=O)C1CCOCC1)C1=CCCC1,1.018617067,1.057902078,0.966942202,0.972502068,37522253
BRD-K63575023,COCC(=O)N1C[C@H](C)[C@@H](CN(C)C(=O)c2ccc(cc2OC[C@H]1C)NC(=O)c1ccc(cc1)F)OC,0.883563072,1.090437392,0.975189749,1.039394047,37538099
BRD-K39596963,C[C@H]1CN([C@H](C)CO)C(=O)Cc2cc(ccc2O[C@@H]1CN(C)Cc1ccc(c(c1)Cl)Cl)NC(=O)CCC(F)(F)F,1.088893302,1.001793297,1.06076243,0.95523598,37581380
BRD-K14163812,C[C@H]1CCCCO[C@@H](CN(C)S(=O)(=O)c2ccc(cc2)C)[C@H](C)CN([C@H](C)CO)C(=O)c2cc(ccc2O1)NC(=O)Nc1c(noc1C)C,1.167327035,0.954343552,0.974437627,1.001262379,37772388
BRD-K35833177,C[C@H]1CN([C@@H](C)CO)C(=O)Cc2cc(ccc2O[C@H]1CN(C)Cc1ccncc1)NS(=O)(=O)c1cccs1,1.035839282,1.108095377,1.099857464,1.033256728,37885519
BRD-A49163694,CCC[C@@H](O)C#Cc1cnc2c(c1)C(=O)N(C[C@H](C)[C@H](CN(C)C(=O)Nc1c(noc1C)C)O2)[C@H](C)CO,0.975910776,0.994088539,1.047958554,0.931130845,37978032
BRD-K85778569,COc1ccc(cc1)NC(=O)N(C)C[C@@H]1OCCCC[C@@H](C)Oc2ccc(cc2C(=O)N(C[C@@H]1C)[C@@H](C)CO)NC(=O)NC1CCCCC1,0.8305099,1.168078753,1.028310716,0.957897937,38054766
BRD-A95714134,OC(=O)C[C@H]1Nc2ccccc2NC1=O,1.000831788,0.926591385,0.996649851,1.013136795,38100956
BRD-K89719697,C[C@@H]1CN([C@H](C)CO)C(=O)c2cc(cnc2O[C@@H]1CN(C)C(=O)CN(C)C)C#CC1(O)CCCC1,0.891072232,1.053129244,0.993530338,0.998823484,38384330
BRD-K79827265,C[C@H]1CN([C@H](C)CO)C(=O)Cc2cc(ccc2O[C@@H]1CN(C)C(=O)Nc1ccccc1)NS(=O)(=O)C,0.93901455,0.99259466,1.024951892,0.942965526,38440153
BRD-K00430927,C[C@@H]1CCCCO[C@H](CN(C)C(=O)Nc2cccc3ccccc23)[C@H](C)CN([C@H](C)CO)C(=O)c2cc(ccc2O1)NC(=O)Cc1ccccc1,0.923006548,0.899859913,0.958666326,1.005456642,38519490
BRD-K01097066,CN(C)CCCCNC(=O)[C@H]1C[C@@H]2N([C@H]1c1cccc(c1)OCCO)C(=O)[C@H](CCCCNC(=O)C)NC2=O,0.959076463,1.109742966,1.022978772,1.054860698,38581922
BRD-K74079542,Cc1noc(c1NC(=O)N1C[C@H](O)COC[C@@H]2O[C@@H](CC[C@H]21)CC(=O)N[C@H]1CCN(C1)Cc1ccccc1)C,1.012416141,1.071787001,0.985217576,1.07225185,38700464
BRD-K95243085,Cc1nnnn1CC(=O)Nc1ccc(cc1)F,1.147160821,0.997031999,1.026178593,0.98714991,38738974
BRD-K95193632,C[C@H](O)C#Cc1ccc2c(c1)O[C@H](CN(C)C(=O)Nc1ccccc1)[C@H](C)CN([C@@H](C)CO)S2(=O)=O,1.048553689,0.982249128,0.986857972,1.010826842,38828464
L-PHENYLEPHRINE HYDROCHLORIDE,CNCC(O)c1cccc(O)c1.Cl,0.97954,1.135195573,0.99055845,0.824237568,38913046
BRD-K11488480,C[C@@H]1CCCCO[C@H](CN(C)Cc2ccccc2)[C@@H](C)CN([C@H](C)CO)C(=O)c2cc(ccc2O1)NC(=O)Nc1ccc(cc1)C(F)(F)F,0.861683786,0.76225599,0.249290937,0.953541141,39004423
BRD-K89591339,C[C@@H]1CN([C@@H](C)CO)C(=O)Cc2cc(ccc2O[C@H]1CN(C)S(=O)(=O)c1cn(cn1)C)NC(=O)Cn1cnnn1,0.895331695,1.048890991,0.997229734,1.013309961,39047783
BRD-K42655222,COc1ccc(cc1)NC(=O)N(C)C[C@H]1Oc2c(cccc2C(=O)N(C[C@@H]1C)[C@@H](C)CO)NC(=O)Nc1cccc2ccccc12,0.820817209,1.069036867,0.831064358,0.98191083,39101571
BRD-K67209127,NC(=O)CNC(=O)c1cccc(c1)Cl,0.981822704,0.919260234,1.004504343,1.015777291,39168955
BRD-K30318063,CN(C)CCCNC(=O)C[C@H]1CC[C@@H]2[C@H](COC[C@@H](O)CN2S(=O)(=O)c2ccc(cc2)C)O1,0.98886733,1.071554384,0.98343125,1.067664893,39268755
BRD-K26323649,C[C@H]1CN([C@@H](C)CO)C(=O)Cc2cc(ccc2O[C@H]1CN(C)Cc1ccc2c(c1)OCO2)NS(=O)(=O)c1c(noc1C)C,1.176404347,1.039703689,1.055922839,1.061166575,39283569
BRD-K72097872,C[C@@H]1CN([C@H](C)CO)C(=O)Cc2cc(ccc2O[C@@H]1CN(C)C(=O)Nc1ccc2c(c1)OCO2)NC(=O)Nc1cccc2ccccc12,1.03098306,1.029204858,0.988266622,0.991505601,39301221
BRD-K30148651,C[C@H]1[C@@H](O)C[C@H]2[C@@H]1[C@@H](OC=C2C(=O)O)O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,1.160133838,1.010417379,0.969028864,1.011984805,39305327
BRD-K45380130,C[C@@H]1CN([C@H](C)CO)C(=O)c2c(c3ccccc3n2C)-c2ccccc2CO[C@@H]1CN(C)C(=O)[C@@H](C)c1ccccc1,0.731483351,0.965552894,0.998400289,1.053185277,39355851
BRD-K64213171,COc1ccc(cc1)NC(=O)Nc1cccc2c1O[C@@H](CN(C)CC1CCCCC1)[C@H](C)CN([C@@H](C)CO)C2=O,1.187063403,0.996078001,1.045012285,0.979551521,39444593
BRD-K54026235,CC(C)NC(=O)N(C)C[C@H]1Oc2ccc(cc2C(=O)N(C[C@@H]1C)[C@@H](C)CO)NS(=O)(=O)c1ccc(cc1)C,1.040337939,0.986281624,0.984952762,1.065211501,39568774
BRD-K48501212,COc1ccc(cc1)NC(=O)Nc1ccc2c(c1)C(=O)N(C[C@@H](C)[C@H](CN(C)C(=O)C1CCCCC1)OCCCC[C@H](C)O2)[C@@H](C)CO,1.037072619,0.986535085,1.005035098,1.047007402,39578716
BRD-K69640279,C[C@@H]1CN([C@H](C)CO)C(=O)c2cccc(c2O[C@@H]1CN(C)S(=O)(=O)c1cccs1)NC(=O)c1cnccn1,1.039432501,1.040517012,1.026925778,1.065135782,39727668
BRD-K26842203,NCCc1cccc(c1)O,0.974591926,0.974219748,0.984430485,0.973986788,39741043
BRD-K55430551,C[C@@H]1CCCCO[C@@H](CN(C)C(=O)Nc2ccc3c(c2)OCO3)[C@H](C)CN([C@H](C)CO)C(=O)c2cc(ccc2O1)NC(=O)C1CCCCC1,0.978820771,0.95711589,1.020384544,1.086190618,39772677
BRD-K72206946,OC[C@@H]1O[C@H](C[C@@H]2[C@H]1Oc1ccc(cc12)NS(=O)(=O)c1ccccc1)CC(=O)NC1CCCCC1,0.923879102,1.0014543,0.993040455,0.96098633,39868916
BRD-K36864553,COc1ccc(cc1)CN(C)C[C@H]1OCCCC[C@@H](C)Oc2ccc(cc2C(=O)N(C[C@@H]1C)[C@H](C)CO)NC(=O)C1CCCCC1,0.978321087,1.00158389,0.983041658,0.980319982,40071660
BRD-K66061516,CN(C)CCCNC(=O)C[C@H]1CC[C@H](NS(=O)(=O)c2ccccc2)[C@@H](CO)O1,0.880923745,1.084710589,1.003482814,0.990291377,40086554
BRD-K50396677,C[C@H]1CCCCO[C@@H](CN(C)C(=O)Nc2c(noc2C)C)[C@H](C)CN([C@@H](C)CO)C(=O)c2cc(ccc2O1)NC(=O)Nc1c(noc1C)C,1.355447239,1.086788372,1.088190642,1.089369917,40252392
BRD-K96663177,CCC(=O)N(C)C[C@@H]1Oc2ncc(cc2C(=O)N(C[C@H]1C)[C@@H](C)CO)C#C[C@H](C)O,0.902578712,1.007357973,1.025465649,1.02538037,40302632
BRD-K51573654,C[C@@H]1CCCCO[C@H](CN(C)Cc2ccccc2)[C@@H](C)CN([C@H](C)CO)C(=O)c2cc(ccc2O1)NC(=O)CCC(F)(F)F,1.048586212,1.008080023,0.997036619,0.980822875,40344008
BRD-K97139649,CC(C)NC(=O)Nc1ccc2c(c1)CC(=O)N(C[C@@H](C)[C@H](CN(C)S(=O)(=O)c1cccs1)O2)[C@H](C)CO,1.179388807,1.006413602,0.982862959,0.970394639,40384988
HYDROXYZINE PAMOATE,O=C(O)c1cc2ccccc2c(Cc2c(O)c(C(=O)O)cc3ccccc23)c1O.OCCOCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,1.05925,0.988171369,0.975709833,0.682987723,40395234
BRD-K52495108,C[C@@H]1CN([C@@H](C)CO)C(=O)Cc2cc(ccc2O[C@@H]1CN(C)S(=O)(=O)c1cn(cn1)C)NS(=O)(=O)c1c(noc1C)C,0.860995606,1.005938536,1.013952585,1.051623106,40767145
BRD-K78132648,C[C@H]1CN([C@H](C)CO)C(=O)c2cc(cnc2O[C@H]1CN(C)C(=O)Cc1ccccn1)C#CC1CCCC1,1.051297121,1.053902697,1.029610387,0.978867231,40788116
BRD-K31491153,NC(=NC(=N)Nc1ccccc1)N,0.901794665,1.005443871,0.993108581,1.006047329,40825272
BRD-A00013550,CC(C)NC(=O)N[C@H]1CCCCNC1=O,0.990848684,1.052286069,0.965664863,1.003904874,40844054
BRD-K19011391,C[C@H]1CN([C@@H](C)CO)C(=O)c2cc(cnc2O[C@H]1CN(C)C(=O)Cc1ccccn1)C#CC1CCCCC1,0.947167068,1.019208877,0.979571821,1.012889324,40851732
BRD-K75289463,COCC(=O)N(C)C[C@@H]1Oc2cc(ccc2S(=O)(=O)N(C[C@@H]1C)[C@@H](C)CO)-c1ccc(cc1)OC,1.048210308,0.978317947,1.002040259,1.016609807,40912465
BRD-K33667021,CC(C)NC(=O)Nc1ccc2c(c1)C(=O)N(C[C@@H](C)[C@@H](CN(C)Cc1ccc(c(c1)Cl)Cl)OCCCC[C@H](C)O2)[C@H](C)CO,0.987750612,0.952041492,1.050018747,1.060858798,40977374
BRD-K32765725,C[C@H]1CN([C@@H](C)CO)C(=O)c2cc(cnc2O[C@@H]1CN(C)CC1CCOCC1)C#Cc1ccc(cc1)F,1.232238075,1.011745734,1.003201978,1.014413564,41021604
BRD-K37336973,CC(=O)N[C@@H]1CC[C@@H](CCNC(=O)C2CC2)O[C@H]1CO,0.947708338,1.020345068,0.992489884,1.053443506,41033359
BRD-K03370161,Cc1ccc(cc1)S(=O)(=O)N1CCNCC1,1.134621181,0.963030882,0.988764441,0.993318285,41053609
BRD-K28573311,C[C@@H]1CN([C@@H](C)CO)C(=O)c2cc(ccc2O[C@@H]1CN(C)Cc1ccncc1)NC(=O)CCN1CCOCC1,1.019422151,1.19172996,0.994663199,1.016418692,41140697
BRD-K48733306,COCC(=O)N(C)C[C@@H]1Oc2cc(ccc2S(=O)(=O)N(C[C@H]1C)[C@H](C)CO)C#Cc1cccnc1,1.098723433,1.018463527,1.027311467,1.020827525,41322968
BRD-K39981693,C[C@H]1CCCCO[C@H](CN(C)S(=O)(=O)c2ccc(cc2)Cl)[C@@H](C)CN([C@H](C)CO)C(=O)c2cc(ccc2O1)NS(=O)(=O)c1ccc(cc1)Cl,1.204887916,0.911236524,1.024200739,0.777839275,41335387
BRD-K80793877,C[C@@H]1CN([C@H](C)CO)C(=O)c2cc(ccc2O[C@H]1CN(C)Cc1ccc(cc1)-c1ccccc1)NC(=O)Nc1ccc2c(c1)OCO2,0.789958907,0.85540949,0.991215483,0.848902646,41469112
BRD-K73410390,C[C@H]1CN([C@H](C)CO)C(=O)c2cc(ccc2O[C@@H]1CN(C)S(=O)(=O)C)NC(=O)Nc1ccccc1,0.923098961,0.991242516,0.999419343,1.020389617,41584665
BRD-K49617566,C[C@H]1CN([C@H](C)CO)C(=O)Cc2cc(ccc2O[C@H]1CN(C)S(=O)(=O)c1ccc(cc1)C)NS(=O)(=O)c1ccccc1,1.032074799,1.030886769,1.021241572,1.002719908,41645097
BRD-K20123242,FC(F)(F)c1ccc(cc1)CSc1c[nH]c2ccccc12,0.126458684,0.931541096,0.988742117,1.007776218,41663372
BRD-K85742570,C[C@H]1CN([C@H](C)CO)C(=O)c2c(c3ccccc3n2C)-c2ccccc2CO[C@H]1CN(C)C(=O)N[C@@H](C)c1ccccc1,0.997131478,1.048362058,1.032722204,1.098822981,41773558
BRD-K81475473,C[C@@H]1CCCCO[C@@H](CN(C)S(=O)(=O)C)[C@@H](C)CN([C@@H](C)CO)C(=O)c2cc(ccc2O1)N(C)C,0.861242599,1.068776368,0.963089808,1.059990447,41854919
BRD-K94480226,O[C@H]1COC[C@@H]2O[C@@H](CC[C@H]2N(C1)C(=O)c1cnccn1)CC(=O)NCc1ccc(cc1)Oc1ccccc1,0.910251187,1.022418623,1.01879331,0.880316581,41969502
BRD-K07379304,CN(C)c1nc(nc(n1)N(C)C)SCCO,1.011435689,0.976001514,0.995385082,0.985857269,42007069
SENNOSIDE A,O=C(O)c1cc(O)c2c(c1)C(C1c3cc(C(=O)O)cc(O)c3C(=O)c3c(OC4OC(CO)C(O)C(O)C4O)cccc31)c1cccc(OC3OC(CO)C(O)C(O)C3O)c1C2=O,1.0742,0.826345283,1.003784701,0.529775039,42223229
BRD-K55882671,NNC(=O)COc1ccccc1,0.955525631,0.993561892,0.984408824,0.97369006,42242539
BRD-K08474676,C[C@H]1CCCCO[C@H](CN(C)C(=O)c2ccccc2)[C@H](C)CN([C@@H](C)CO)C(=O)c2cc(ccc2O1)NC(=O)Nc1ccc2c(c1)OCO2,1.052087398,1.034397269,1.0227509,0.926430232,42252156
BRD-K55947193,C[C@H]1CN([C@@H](C)CO)C(=O)c2cc(ccc2O[C@H]1CN(C)Cc1ccc(cc1)Oc1ccccc1)NS(=O)(=O)c1ccc(cc1)F,1.184550803,1.047467164,0.99596037,1.091376533,42334507
BRD-K69544322,Cn1cnc(c1)S(=O)(=O)N[C@H]1C=C[C@@H](CC(=O)Nc2ccccc2)O[C@@H]1CO,0.993671914,1.037701207,0.988452906,0.981937689,42563839
BRD-K96659448,C[C@@H]1CN([C@@H](C)CO)C(=O)Cc2cc(ccc2O[C@@H]1CN(C)CC1CCCCC1)NC(=O)Cc1cn(c2ccccc12)C,1.070470273,0.839544058,0.990677213,0.969792819,42586791
BRD-K29667133,COCC(=O)Nc1ccc2c(c1)C(=O)N(C)[C@H]1CC[C@@H](CC(=O)NCc3ccccc3Cl)O[C@@H]1CO2,1.073290117,1.024414972,0.998505535,1.00209076,42699310
BRD-K05151076,CCCCCS(=O)(=O)CCCCCCCCCCn1c(c(c2cc(ccc12)O)C)-c1ccc(cc1)O,1.189815679,0.867948305,0.585146232,0.948011481,42921135
BRD-K63565086,CCS(=O)(=O)N1C[C@]2(C1)CN([C@H](CO)c1[nH]c3cc(ccc3c12)OC)S(=O)(=O)c1cccc(c1)OC,1.110026607,1.025900771,1.011882062,0.953589753,43106093
BRD-K13365315,C[C@@H]1CCCCO[C@H](CN(C)C(=O)C2CCCCC2)[C@H](C)CN([C@@H](C)CO)C(=O)c2cc(ccc2O1)NC(=O)CCCCCC(=O)Nc1ccccc1N,0.768644931,0.996198762,0.97868827,0.990960593,43233633
BRD-K93065161,C[C@H]1CCCCO[C@@H](CN(C)C(=O)Nc2ccc(cc2)F)[C@H](C)CN([C@H](C)CO)C(=O)c2cc(ccc2O1)NS(=O)(=O)c1cccs1,1.04020702,1.006038324,1.00313799,1.040293196,43290246
ZOLEDRONIC ACID,O=P(O)(O)C(O)(Cn1ccnc1)P(=O)(O)O,0.989485,1.118028199,0.997078963,0.6015749,43372623
BRD-K91571681,C[C@@H]1CN([C@H](C)CO)C(=O)c2cc(ccc2O[C@@H]1CN(C)S(=O)(=O)c1ccccc1)NC(=O)CCN1CCOCC1,1.039508536,1.034510088,0.997002006,0.951680773,43486262
BRD-K41999717,C[C@H]1CN([C@@H](C)CO)C(=O)CCCn2cc(nn2)CO[C@H]1CN(C)S(=O)(=O)c1ccc2ccccc2c1,0.94860803,0.955287045,0.943949369,1.020660505,43495199
BRD-K69024771,C[C@H]1CN([C@H](C)CO)S(=O)(=O)c2ccc(cc2O[C@@H]1CN(C)C(=O)CN(C)C)C#Cc1cccnc1,1.033833801,1.085922442,0.984785933,0.962598734,43510209
BRD-K46143838,COCC(=O)N(C)C[C@@H]1Oc2cc(ccc2S(=O)(=O)N(C[C@@H]1C)[C@H](C)CO)C#Cc1ccccc1,1.03161161,0.993921831,1.009455733,1.010169179,43723972
LOFEXIDINE  HYDROCHLORIDE,CC(Oc1c(Cl)cccc1Cl)C1=NCCN1.Cl,1.02745,0.973660617,1.010872718,0.848320684,44007989
BRD-K76979852,OC(=O)CCl,0.851173622,1.012558742,0.995826615,1.068727699,44046814
BRD-K37008148,CN(C)CCCCCCNC(=O)[C@H]1C[C@@H]2N([C@H]1c1cccc(c1)OCCO)C(=O)[C@H](CCCC[N+](C)(C)C)NC2=O,1.176060253,1.013165954,0.99394333,1.013475631,44143336
BRD-K81308149,COc1ccc(cc1)NC(=O)Nc1ccc2c(c1)C(=O)N(C[C@H](C)[C@@H](CN(C)S(=O)(=O)c1ccc(cc1)F)OCCCC[C@@H](C)O2)[C@@H](C)CO,1.048939092,0.956464288,1.017242213,1.004619112,44270830
BRD-K43037484,CC(=O)NN1C=C(C(=O)O)c2ccccc2C1=O,1.074674097,1.108004842,0.999108985,0.962068491,44272754
BRD-K85434733,CN1CCN(CC1)C(=O)C[C@H]1CC[C@@H]2[C@H](COC[C@@H](O)CN2S(=O)(=O)c2cccc(c2)C)O1,0.901497604,1.038507421,1.037130567,1.041620865,44367717
BRD-K82372468,CN(CC#C)C1CCN(CC1)C(=O)C,0.938370161,0.988645975,1.001540933,0.993819849,44381937
BRD-K12179470,Cc1ccccc1S(=O)(=O)N1C[C@@H](O)COC[C@@H]2O[C@@H](CC[C@H]21)CC(=O)N1CCC(CC1)Cc1ccccc1,1.240961294,0.999876781,1.011191631,0.832373897,44450884
BRD-K90378519,OCCNc1ccc2nonc2c1[N+](=O)[O-],0.981216357,0.986726382,1.00678985,0.93479221,44568832
BRD-K32974581,C[C@@H]1CN([C@H](C)CO)C(=O)Cc2cc(ccc2O[C@@H]1CN(C)Cc1ccc(c(c1)Cl)Cl)NS(=O)(=O)c1ccc(cc1)F,0.836922115,0.868178255,0.210405037,1.008388011,44719986
BRD-K11419545,O=C1NC(=O)C2(CCCCC2)N1,0.907174969,1.036630963,0.974598274,0.972916029,44981314
BRD-K22280018,COc1ccc(cc1)CN(C)C[C@@H]1OCCCC[C@H](C)Oc2ccc(cc2C(=O)N(C[C@H]1C)[C@@H](C)CO)NS(=O)(=O)c1ccc(cc1)F,1.068063933,0.930582141,1.057266339,1.125296866,44987409
