Compound_ID,SMILES,Sau_Mean_10uM,HepG2_Mean_10uM,HSkMC_Mean_10uM,IMR90_Mean_10uM,id
BRD-K87696353,COc1ccc(cc1)S(=O)(=O)N[C@H]1CC[C@H](CC(=O)N2CCN(CC2)c2ccccc2)O[C@@H]1CO,0.879053423,1.036191476,0.969792723,0.974619151,45015801
BRD-K56855712,OC[C@@H](Cc1ccccc1)NC(=O)C[C@H](CC=C)C(=O)N1CCC[C@@H]1COC(=O)[C@@H](CC=C)NC(=O)OCC1c2ccccc2-c2ccccc21,1.07774084,0.987914818,0.986735076,0.960353625,45417580
BRD-K00879830,COc1ccc(cc1)NC(=O)N(C)C[C@H]1Oc2c(cccc2C(=O)N(C[C@H]1C)[C@@H](C)CO)NC(=O)C1CC1,1.03430681,1.016624536,1.046193305,0.962211952,45456918
BRD-K30488376,C[C@H]1CN([C@H](C)CO)C(=O)c2cc(ccc2O[C@H]1CN(C)S(=O)(=O)c1cccs1)NS(=O)(=O)c1ccc(cc1)F,0.938681426,0.989220757,0.945985376,0.962419075,45499619
BRD-K55137639,C[C@@H]1CN([C@@H](C)CO)C(=O)Cc2cc(ccc2O[C@H]1CN(C)C(=O)Nc1ccc(cc1)C(F)(F)F)NS(=O)(=O)c1ccc(cc1)Cl,1.095423934,1.176448137,1.100577976,0.943938453,45735738
BRD-K63146702,C[C@H]1CN([C@H](C)CO)C(=O)Cc2cc(ccc2O[C@@H]1CN(C)Cc1ccc(cc1)Oc1ccccc1)NC(=O)C1CC1,0.777252303,1.036127715,1.036577421,0.997809492,46026727
BRD-K60734771,C[C@@H]1CN([C@H](C)CO)C(=O)CCCn2cc(nn2)CO[C@@H]1CN(C)C(=O)Nc1ccc(cc1)C(F)(F)F,0.936657807,1.015745143,0.999583123,0.916967461,46203776
BRD-K24545055,C[C@H]1CN([C@@H](C)CO)C(=O)Cc2cc(ccc2O[C@H]1CN(C)C(=O)Nc1ccc2c(c1)OCO2)NS(=O)(=O)C,0.907465359,1.008035482,0.994898118,1.012524757,46234268
BRD-K65702760,C[C@@H]1CCCCO[C@H](CN(C)Cc2ccccc2)[C@@H](C)CN([C@@H](C)CO)C(=O)c2cc(ccc2O1)NC(=O)Nc1ccccc1,0.852576201,0.969296981,1.005975468,1.05613837,46291343
BRD-K36021184,CC(C)CC#Cc1ccc2c(c1)O[C@H](CN(C)C(=O)Cc1ccccn1)[C@@H](C)CN([C@H](C)CO)S2(=O)=O,1.031316477,1.005997408,1.007925592,1.100621224,46442428
BRD-K39520573,Oc1c(cc(cc1Br)C=C1C(=O)Nc2ccc(cc21)I)Br,0.66868822,0.691727188,0.561928647,0.900888632,46659935
BRD-K50641358,C[C@H]1CCCCO[C@H](CN(C)CC2CC2)[C@@H](C)CN([C@H](C)CO)C(=O)c2cc(ccc2O1)NC(=O)Cc1ccccc1,1.068019385,1.127802463,1.040350878,1.000109492,46780690
BRD-K54864501,C[C@H]1CN([C@H](C)CO)C(=O)CCCn2nncc2CO[C@@H]1CN(C)C(=O)Nc1cccc2ccccc12,0.996148915,1.02287951,1.01010547,0.949747681,46791825
BRD-K19774576,C[C@@H]1CCCCO[C@H](CN(C)CC2CCCCC2)[C@@H](C)CN([C@H](C)CO)C(=O)c2cc(ccc2O1)NC(=O)CCC(F)(F)F,1.059138868,1.100480723,1.002289774,0.995066166,46847750
BRD-K31210672,COc1ccc(cc1)S(=O)(=O)N(C)C[C@@H]1OCCCC[C@@H](C)Oc2ccc(cc2C(=O)N(C[C@@H]1C)[C@@H](C)CO)NC(=O)NC1CCCCC1,0.917864335,1.043237786,0.983217179,1.013800874,46866062
BRD-K22329942,C[C@H](NC(=O)[C@H]1N[C@@H]2[C@@H](CN3C(=O)C(=CC=C23)c2ccc(cc2)C(=O)N(C)C)[C@@H]1CO)c1ccccc1,1.043976154,1.015376903,1.046033242,0.916383165,47024341
BRD-K47007274,COc1ccc(cc1)NC(=O)N(C)C[C@@H]1Oc2c(cccc2C(=O)N(C[C@H]1C)[C@@H](C)CO)NS(=O)(=O)C,0.936311112,1.025976761,1.003569104,1.003409597,47108994
BRD-K31975688,C[C@@H]1CN([C@@H](C)CO)C(=O)c2ccccc2-c2ccccc2CO[C@@H]1CN(C)C(=O)Nc1ccc(cc1)F,1.000038584,1.011099629,1.020062354,0.952776947,47209432
BRD-K54305108,C[C@@H]1CN([C@H](C)CO)C(=O)c2cccc(c2O[C@H]1CN(C)C(=O)Nc1ccc(cc1)C(F)(F)F)NC(=O)Nc1ccc(cc1)F,0.743804725,1.037489254,1.038838505,1.032557147,47474095
BRD-K88721385,C[C@H]1CN([C@H](C)CO)C(=O)c2c(c3ccccc3n2C)-c2ccccc2CO[C@H]1CN(C)Cc1ccccc1C(F)(F)F,0.895794812,0.990412292,0.599549094,0.943497844,47478256
BRD-K63252672,C[C@@H]1CN([C@@H](C)CO)S(=O)(=O)c2ccc(cc2O[C@H]1CN(C)Cc1cncnc1)-c1ccc(cc1)C,1.218290603,0.933886534,1.066741977,0.85160783,47483664
BRD-A93777816,CC1(C)[C@H]2CC[C@@]1(C)c1nn(c(c12)C(F)(F)F)-c1ccccc1,1.187661074,1.003190517,1.022055797,1.04235882,47740100
BRD-K41111614,CC(C)CC#Cc1cnc2c(c1)C(=O)N(C[C@@H](C)[C@H](CN(C)S(=O)(=O)c1cccs1)O2)[C@@H](C)CO,1.479816552,0.978982528,1.0011389,1.004815129,47755814
"SALINOMYCIN, SODIUM",CCC(C(=O)[O-])C1CCC(C)C(C(C)C(O)C(C)C(=O)C(CC)C2OC3(C=CC(O)C4(CCC(C)(C5CCC(O)(CC)C(C)O5)O4)O3)C(C)CC2C)O1.[Na+],0.184525,0.68078647,1.026479382,0.3368016,47764434
BRD-K04513994,CN1CCN(CC1)C(=O)C[C@@H]1O[C@@H](CO)[C@H](NC(=O)Cc2ccccn2)C=C1,1.02040897,0.964307805,1.062636881,0.938851478,47866182
BRD-K29269695,C[C@@H]1CN([C@H](C)CO)C(=O)c2cccc(c2O[C@@H]1CN(C)C(=O)Nc1c(noc1C)C)NC(=O)C1CCOCC1,1.030749494,1.017103921,0.988565326,1.012880007,47867798
BRD-K11477112,CO[C@@H]1CN(C)C(=O)c2cc(ccc2OC[C@H](C)N(C[C@H]1C)C(=O)CN(C)C)NC(=O)Nc1ccccc1,0.947944173,1.040515427,1.002619112,0.89791959,47945653
BRD-K10319505,ONC(=O)/C=C/c1cccc(c1)-c1cn(nn1)CC[C@@H]1OC(=O)[C@H](Cc2ccccc2)N2CC3=CC(=O)[C@H](C4CC4)[C@H]3[C@H]12,0.820104722,0.936402393,0.991146188,1.057388779,48033088
BRD-K08666983,CN1[C@H]2CC[C@@H](CC(=O)NCc3ccccc3Cl)O[C@H]2COc2ccc(cc2C1=O)NC(=O)Nc1cccc(c1)C,1.077202946,1.024999969,0.98627343,0.975507413,48137648
BRD-K18142082,C[C@H]1CCCCO[C@H](CN(C)C(=O)Nc2cccc3ccccc23)[C@@H](C)CN([C@@H](C)CO)C(=O)c2cc(ccc2O1)N(C)C,0.781308512,0.95708288,1.009232811,0.999087907,48214354
BRD-K67857401,CN1C(=O)N(C)c2nc(n(c2C1=O)C)S(=O)(=O)C,1.005453386,0.852419101,0.983835373,0.960097237,48278659
BRD-K28322189,C[C@@H]1CCCCO[C@H](CN(C)C(=O)NC2CCCCC2)[C@H](C)CN([C@@H](C)CO)C(=O)c2cc(ccc2O1)NC(=O)Nc1ccc2c(c1)OCO2,0.837490797,1.021920754,0.982331775,0.970184688,48328201
BRD-K65344660,C[C@@H]1CN([C@H](C)CO)C(=O)c2cc(ccc2O[C@@H]1CN(C)C(=O)Nc1cccc2ccccc12)NC(=O)Cn1cnnn1,1.089862708,1.024460766,1.059995833,1.018388591,48404601
BRD-K65478128,COc1ccc(cc1)[Si](C)(C)[C@H]1[C@H](C)[C@]2(O[C@@H]1CCO)C(=O)N(Cc1ccc(cc1)N1CCCCC1=O)c1ccccc12,1.226830034,0.954360006,1.003451509,1.010371987,48737330
BRD-K80652607,C[C@H]1CN([C@@H](C)CO)C(=O)c2cccc(c2O[C@H]1CN(C)Cc1ccc(cc1)C(F)(F)F)NC(=O)Nc1ccccc1,1.087394388,0.933572384,0.951107011,0.930231324,48804866
BRD-K15049086,COc1ccc(cc1)COC[C@]12NC(=O)N[C@@H]([C@H]2COC(=O)NCCCCCC(=O)NO)c2ccccc2O1,1.013801063,1.058907762,1.02767873,0.942217943,49068346
BRD-K59058903,CC(C)NC(=O)Nc1ccc2c(c1)CC(=O)N(C[C@@H](C)[C@@H](CN(C)Cc1ccc(cc1)-c1ccccc1)O2)[C@H](C)CO,0.334297233,0.8387946,0.98815663,1.007436449,49074887
BRD-K94348552,C[C@H]1CN([C@H](C)CO)C(=O)c2c(c3ccccc3n2C)-c2ccccc2CO[C@@H]1CN(C)C(=O)Nc1ccc2c(c1)OCO2,1.037921093,1.09231677,0.988832379,1.043539817,49185818
BRD-A20702612,C[C@H]1N(C(=O)COC21CCN(CC2)S(=O)(=O)C)c1cnn(c1)C,1.13056676,1.009029439,1.085306601,0.909142609,49214149
BRD-K67713041,C[C@@H]1CN([C@@H](C)CO)C(=O)c2cc(cnc2O[C@H]1CN(C)C(=O)c1cnccn1)-c1cccc(c1)C#N,1.085805392,1.003597616,1.010827695,1.067759816,49374188
BRD-K26399553,C[C@H]1CCCCO[C@@H](CN(C)S(=O)(=O)c2ccccc2)[C@H](C)CN([C@@H](C)CO)C(=O)c2cc(ccc2O1)NC(=O)Nc1ccccc1,0.988527629,0.923585041,0.979160582,1.11834142,49609660
BRD-K49629689,C[C@H]1CN([C@H](C)CO)C(=O)c2cccc(c2O[C@@H]1CN(C)C(=O)Nc1ccc2c(c1)OCO2)NC(=O)C1CC1,0.922460264,1.080351157,1.007200338,0.979357191,49619012
BRD-K06145650,CC(C)NC(=O)N(C)C[C@@H]1OCCCC[C@@H](C)Oc2ccc(cc2C(=O)N(C[C@H]1C)[C@@H](C)CO)NC(=O)Nc1ccccc1,1.042596273,0.968985261,1.00624398,1.021916889,49666642
BRD-K04304214,C[C@@H]1CN([C@@H](C)CO)C(=O)c2cc(ccc2O[C@H]1CN(C)S(=O)(=O)c1ccccc1)NC(=O)Nc1cccc2ccccc12,0.915556099,0.979113531,0.998178437,1.07591722,49911958
BRD-K47590347,C[C@H]1CCCCO[C@@H](CN(C)C(=O)Nc2cccc3ccccc23)[C@@H](C)CN([C@H](C)CO)C(=O)c2cc(ccc2O1)NS(=O)(=O)c1cccs1,1.028159416,1.116116414,1.004591458,0.961719249,50002697
BRD-K61636792,C[C@@H]1CN([C@@H](C)CO)C(=O)Cc2cc(ccc2O[C@@H]1CN(C)S(=O)(=O)c1ccc(cc1)F)NC(=O)Cn1cnnn1,0.98398316,1.007640884,0.968338418,0.96187923,50133272
BRD-K25150657,COc1ccc(cc1)NC(=O)N(C)C[C@@H]1OCCCC[C@@H](C)Oc2ccc(cc2C(=O)N(C[C@H]1C)[C@H](C)CO)NC(=O)Nc1ccc(cc1)F,1.027454758,1.095783413,0.982938252,1.002477034,50145621
BRD-K79797821,C[C@@H]1CCCCO[C@@H](CN(C)Cc2ccc(cc2)C(F)(F)F)[C@H](C)CN([C@H](C)CO)C(=O)c2cc(ccc2O1)NC(=O)Nc1ccc2c(c1)OCO2,0.983760772,0.862832058,0.481478463,0.781387499,50214492
BRD-K82262150,Cn1cc(cn1)C(=O)N1C[C@@H]2COC[C@@]2(CNS(=O)(=O)C)C1,0.984766646,1.055767766,0.980881274,1.031544428,50265635
BRD-K44671510,C[C@@H]1CCCCO[C@@H](CN(C)Cc2ccncc2)[C@@H](C)CN([C@H](C)CO)C(=O)c2cc(ccc2O1)NS(=O)(=O)c1ccc(cc1)C,1.031383934,1.164082047,1.039024943,0.908236057,50273135
BRD-A19545802,CCOC(=O)C1=C(C)N[C@@]2(O)C[C@@H]1[C@H]1CO[C@@H]2O1,1.061289133,0.971614162,0.985986308,1.045037033,50359136
BRD-K14491416,COc1ccc(cc1)S(=O)(=O)N(C)C[C@@H]1OCCCC[C@H](C)Oc2ccc(cc2C(=O)N(C[C@H]1C)[C@@H](C)CO)NC(=O)c1ccccc1,0.949107235,0.887280915,0.994489457,0.975917476,50374800
BRD-K60524034,COc1ccc(cc1)S(=O)(=O)N(C)C[C@H]1OCCCC[C@@H](C)Oc2ccc(cc2C(=O)N(C[C@@H]1C)[C@@H](C)CO)NC(=O)Nc1ccccc1,1.012220218,0.951524936,0.986960792,0.956309758,50468999
BRD-K85015475,COc1ccc(cc1)CN(C)C[C@@H]1Oc2ccc(cc2C(=O)N(C[C@H]1C)[C@H](C)CO)NS(=O)(=O)C,1.023569519,1.006709096,1.007827737,1.088187694,50485959
BRD-K46524815,C[C@H]1CN([C@H](C)CO)C(=O)c2cccc(c2O[C@H]1CN(C)S(=O)(=O)c1ccc(cc1)C)NS(=O)(=O)c1ccccc1,1.021466926,0.965030173,0.987828574,1.038916776,50551034
EXALAMIDE,CCCCCCOc1ccccc1C(N)=O,1.31325,0.900682713,1.005309581,0.854741576,50555706
BRD-K82161520,C[C@@H]1CCCCO[C@H](CN(C)C(=O)c2ccccc2)[C@@H](C)CN([C@@H](C)CO)C(=O)c2cc(ccc2O1)NC(=O)c1ccccc1,1.005674674,1.141134037,1.03931844,0.969699619,50632129
BRD-K48596227,COc1ccc(cc1)S(=O)(=O)N(C)C[C@@H]1OCCCC[C@H](C)Oc2ccc(cc2C(=O)N(C[C@@H]1C)[C@@H](C)CO)NC(=O)NC1CCCCC1,0.978922762,0.998706603,0.994583959,0.983822112,50686708
BRD-K48332509,C[C@@H]1CCCCO[C@H](CN(C)Cc2ccc(c(c2)Cl)Cl)[C@@H](C)CN([C@@H](C)CO)C(=O)c2cc(ccc2O1)NS(=O)(=O)c1ccc(cc1)F,0.806974123,1.021678676,0.524067062,1.036628365,50703023
BRD-K44029853,COCC(=O)N[C@H]1C=C[C@@H](CC(=O)N2CCCCC2)O[C@H]1CO,1.015346114,0.995374673,0.99058088,1.063149431,51025652
BRD-K39287549,COCC(=O)Nc1ccc2c(c1)OC[C@H](C)N(C[C@@H](C)[C@H](CN(C)C2=O)OC)C(=O)Cc1cccnc1,1.182448448,0.921952435,0.985946675,0.974097066,51137038
BRD-A75991876,COC[C@H]1CN(Cc2nnn(c21)CC1CC1)C(=O)CS(=O)(=O)C,0.94542082,0.985544675,1.006016789,0.902548651,51351505
BRD-K08843347,COCC(=O)N1C[C@H](C)[C@H](CN(C)C(=O)c2cc(ccc2OC[C@@H]1C)NC(=O)c1ccc(cc1)OC)OC,1.124448508,0.934414656,0.993566778,0.992530126,51381867
BRD-K35347109,C[C@@H]1CN([C@H](C)CO)C(=O)c2cccc(c2O[C@H]1CN(C)Cc1ccc(cc1)Oc1ccccc1)NS(=O)(=O)c1cccs1,1.033019518,1.01384773,1.038015165,0.990526848,51394677
BRD-K23194889,COc1ccc2c3c([nH]c2c1)[C@@H](CO)N(C[C@]13CCN(CC1)C(=O)c1cnccn1)C(=O)c1cnccn1,1.050863466,1.027266757,0.9873241,0.996964355,51396772
BRD-K85883556,O[C@@H]1COC[C@H]2O[C@H](CC[C@@H]2N(C1)S(=O)(=O)c1ccccc1)CC(=O)N1CCOCC1,1.056671406,1.047615041,0.987675769,1.028485238,51483917
BRD-K13221766,COc1ccc(cc1)[Si](C)(C)[C@H]1[C@H](C)[C@]2(O[C@@H]1CCO)C(=O)N(Cc1ccccc1)c1ccc(cc12)N1C(=O)c2ccccc2Oc2ccccc21,1.377967809,0.954312069,1.028620481,0.921197846,51611857
BRD-K55129543,CN(C)CCCNC(=O)C[C@@H]1CC[C@@H]2[C@H](COC[C@H](O)CN2S(=O)(=O)c2ccc(cc2)C)O1,0.984071219,1.013829068,1.049464067,0.837077819,51802947
BRD-K91413259,C[C@H]1CN([C@H](C)CO)C(=O)c2cc(ccc2O[C@@H]1CN(C)C(=O)Nc1cccc2ccccc12)NC(=O)C1CCCCC1,1.009498157,1.082680634,0.997784228,1.037529295,51812749
BRD-K36659226,C[C@@H]1CCCCO[C@@H](CN(C)S(=O)(=O)c2cn(cn2)C)[C@H](C)CN([C@H](C)CO)C(=O)c2cc(ccc2O1)NS(=O)(=O)c1ccc(cc1)F,0.971016999,1.060688527,0.995031165,1.009207155,51961436
DEMECLOCYCLINE HYDROCHLORIDE,CN(C)C1C(O)=C(C(N)=O)C(=O)C2(O)C(O)=C3C(=O)c4c(O)ccc(Cl)c4C(O)C3CC12.Cl,0.2126,1.116384586,0.990079121,0.957990444,52418878
BRD-A73987020,CC(=O)O[C@]1(CN2CCC1CC2)C#N,0.667426457,0.077030072,0.92880667,0.114496334,52476590
BRD-A67687344,Cc1nc(cn1C)S(=O)(=O)N[C@H]1CCS(=O)(=O)C1,0.917694318,0.893330398,0.987960027,0.994920413,52732646
BRD-K00048792,CCCNC(=O)N[C@H]1CC[C@H](CC(=O)N2CCN(C)CC2)O[C@H]1CO,1.014759362,0.972729494,1.007430764,1.0484438,52779778
CLINDAMYCIN PALMITATE HYDROCHLORIDE,CCCCCCCCCCCCCCCC(=O)OC1C(SC)OC(C(NC(=O)C2CC(CCC)CN2C)C(C)Cl)C(O)C1O.Cl,0.48657,1.178014092,0.993765603,0.894804431,52802900
BRD-K01992300,O=C1NC(=O)C(=CN1C1CCCCC1)C#N,0.97482208,1.013881738,0.994629151,1.010582249,52998280
BRD-K47848960,OC[C@@H]1O[C@H](C[C@H]2[C@@H]1Oc1ccc(cc12)NC(=O)Nc1ccccc1F)CC(=O)NCc1ccc(cc1)Oc1ccccc1,1.703123397,0.949507479,0.691989776,0.918397806,53384052
BRD-K77327427,C[C@H]1CCCCO[C@H](CN(C)S(=O)(=O)C)[C@@H](C)CN([C@H](C)CO)C(=O)c2cc(ccc2O1)NS(=O)(=O)c1ccc(cc1)F,1.148775276,0.995729549,1.035244125,0.959952581,53410191
BRD-K08832015,COc1ccc(cc1)S(=O)(=O)Nc1ccc2c(c1)CC(=O)N(C[C@@H](C)[C@@H](CN(C)Cc1ccc(cc1)Oc1ccccc1)O2)[C@@H](C)CO,1.171587374,0.915405177,1.003060689,1.040033588,53491015
BRD-K83527041,C[C@@H]1CN([C@H](C)CO)C(=O)CCCn2cc(nn2)CO[C@H]1CN(C)C(=O)Nc1ccccc1C(F)(F)F,0.86062688,0.987462238,0.990388025,1.104764857,53546768
BRD-K04632148,C[C@@H]1CN([C@H](C)CO)C(=O)c2cccc(c2O[C@@H]1CN(C)Cc1ccncc1)NS(=O)(=O)c1c(noc1C)C,1.075705458,1.050165126,1.09521869,0.909547588,53679878
BRD-K80530521,CC(C)[Si]1(O[C@@H](c2ccccc2)c2cc(nc(c21)CCc1ccccc1)-c1ccc(o1)-c1ccc(c(c1)Cl)Cl)C(C)C,0.838810151,1.02508961,1.012687609,1.089143789,53792152
BRD-K93919631,CCNC(=O)C[C@@H]1CC[C@@H]2[C@H](COC[C@H](O)CN2S(=O)(=O)c2ccc(cc2)Oc2ccccc2)O1,0.943899457,1.015188801,1.018464464,1.008055943,54047694
BRD-K58386446,C[C@H]1CN([C@@H](C)CO)C(=O)c2c(c3ccccc3n2C)-c2ccccc2CO[C@@H]1CN(C)Cc1ccc2c(c1)OCCN2C,1.147283407,0.725632943,1.015611057,0.974451123,54102563
BRD-K75701729,C[C@@H]1CN([C@H](C)CO)C(=O)c2cccc(c2O[C@@H]1CN(C)C(=O)Nc1cccc2ccccc12)NS(=O)(=O)c1ccccc1,0.989624821,1.114888406,1.016658427,1.091801811,54292098
BRD-K30538354,COc1ccc(cc1)S(=O)(=O)Nc1ccc2c(c1)C(=O)N(C[C@@H](C)[C@@H](CN(C)CC1CC1)O2)[C@@H](C)CO,0.989021024,0.993129977,1.05052241,0.901612255,54311069
BRD-K49229396,C[C@H]1CCCCO[C@H](CN(C)Cc2ccccc2)[C@@H](C)CN([C@H](C)CO)C(=O)c2cc(ccc2O1)NS(=O)(=O)c1c(noc1C)C,0.985649898,1.061585623,0.981447444,0.976632419,54662872
BRD-K27064849,C[C@H]1CN([C@@H](C)CO)C(=O)Cc2cc(ccc2O[C@@H]1CN(C)Cc1ccc(cc1)C(F)(F)F)NC(=O)Nc1cccc2ccccc12,1.145107654,0.979697313,1.004978435,0.967672215,54834355
BRD-A08715367,CCNC(=O)CC[C@@H](N)C(=O)O,1.118511335,1.013247811,0.996241829,0.981951964,54866432
BRD-K81479396,C[C@@H]1CN([C@H](C)CO)C(=O)c2cc(ccc2O[C@@H]1CN(C)S(=O)(=O)c1cccs1)NC(=O)C1CC1,0.896874138,1.041238771,0.986745252,0.936109614,54916276
BRD-K89162199,OC[C@@H]1O[C@@H](CC(=O)O)C=C[C@H]1NC(=O)c1ccncc1,0.979051993,1.004793158,1.03072101,1.020199946,55045170
BRD-K93569336,C[C@@H]1CN([C@@H](C)CO)S(=O)(=O)c2ccc(cc2O[C@H]1CN(C)C(=O)CN(C)C)C#Cc1cccnc1,1.181125652,1.001471582,1.018019002,0.141174481,55050973
BENZETHONIUM CHLORIDE,CC(C)(C)CC(C)(C)c1ccc(OCCOCC[N+](C)(C)Cc2ccccc2)cc1.[Cl-],0.182185,0.166748389,0.826704968,0.353821868,55282237
BRD-K71786779,CCO[C@@H]1OC(=C[C@@H]([C@H]1CCCOC(=O)NCCCCCC(=O)NO)c1csc2ccccc12)C(=O)N1CCN(CC1)Cc1ccc2c(c1)OCO2,0.908034123,0.957724828,1.033908299,0.821430341,55404955
BRD-K56366054,C[C@@H]1CCCCO[C@H](CN(C)Cc2ccc(c(c2)Cl)Cl)[C@H](C)CN([C@@H](C)CO)C(=O)c2cc(ccc2O1)NC(=O)c1ccccc1,1.570792041,0.980118814,1.015002117,1.123994187,55420917
BRD-K97590827,C[C@H]1CN([C@H](C)CO)C(=O)Cc2cc(ccc2O[C@@H]1CN(C)Cc1ccc(cc1)C(F)(F)F)NC(=O)Nc1ccc2c(c1)OCO2,1.053689677,1.014385391,0.817242831,0.994140964,55853156
BRD-K43407975,CN1CCN(CC1)C(=O)[C@@H]1[C@@H](CO)[C@@H]2CN3C(=O)C(=CC=C3[C@H]1N2S(=O)(=O)C)C1=CCCCC1,0.947940169,1.014921977,0.989083198,1.007391427,55892057
BRD-K16649165,C[C@@H]1CN([C@@H](C)CO)C(=O)Cc2cc(ccc2O[C@H]1CN(C)Cc1ccncc1)NC(=O)c1ccncc1,0.909869148,1.046886909,0.981072447,0.9623244,56170237
BRD-K17457174,C[C@H]1CCCCO[C@@H](CN(C)C(=O)Nc2ccc3c(c2)OCO3)[C@H](C)CN([C@@H](C)CO)C(=O)c2cc(ccc2O1)NC(=O)c1ccccc1,1.128297785,1.046992684,1.007078262,0.984119035,56241985
BRD-K96890164,O[C@@H]1COC[C@H]2O[C@H](CC[C@@H]2N(C1)S(=O)(=O)c1cccc(c1)F)CC(=O)NCc1ccc2c(c1)OCO2,0.92276181,0.997203719,0.984223586,1.044779492,56518118
BRD-K94081358,COc1ccc(cc1)S(=O)(=O)Nc1ccc2c(c1)C(=O)N(C[C@@H](C)[C@H](CN(C)C(=O)Nc1cccc3ccccc13)OCCCC[C@@H](C)O2)[C@@H](C)CO,1.098927025,0.986540576,0.95025362,1.035694935,56597143
BRD-K97638135,C[C@H]1CCCCO[C@@H](CN(C)CC2CCCCC2)[C@@H](C)CN([C@@H](C)CO)C(=O)c2cc(ccc2O1)NC(=O)CCCN(C)C,1.142077229,0.265462823,1.020203223,0.87887753,56653605
BRD-K08835872,C[C@@H]1CCCCO[C@@H](CN(C)Cc2ccc(cc2)C(F)(F)F)[C@@H](C)CN([C@@H](C)CO)C(=O)c2cc(ccc2O1)NC(=O)Nc1ccc(cc1)C(F)(F)F,1.69213819,0.905965847,0.851428217,0.907994104,56667475
BRD-K19865588,C[C@@H]1CCCCO[C@H](CN(C)Cc2ccc(cc2)C(F)(F)F)[C@H](C)CN([C@@H](C)CO)C(=O)c2cc(ccc2O1)NC(=O)Nc1ccc(cc1)C(F)(F)F,1.14278617,0.667322261,0.769033611,0.795354557,56669168
BRD-K50277718,COc1ccc(cc1)CCNC(=O)[C@]1(CC(=O)N(C(C)C)[C@@H]1c1ccc(cc1)CO)Sc1ccc(cc1)C,1.319116002,0.996345695,0.989125231,1.011612544,56750056
BRD-K93065647,C[C@@H]1CN([C@H](C)CO)C(=O)c2cc(ccc2O[C@@H]1CN(C)S(=O)(=O)c1ccc(cc1)Cl)NC(=O)C1CC1,1.195873709,1.01864794,0.962048605,0.974745058,57054843
BRD-K32983008,CN(C)CCCNC(=O)C[C@@H]1CC[C@@H](NC(=O)Nc2c(noc2C)C)[C@H](CO)O1,0.967395608,1.072594451,0.987647309,1.03006323,57116540
BRD-K21602323,CN(C)Cc1c(nnn1-c1nonc1N)C(=O)N/N=C/c1ccncc1,0.920735981,0.875904985,0.996451242,0.992676653,57280246
BRD-K99290828,CN(C)CCCNC(=O)C[C@@H]1CC[C@@H]2[C@@H](COc3ccc(cc3C(=O)N2C)NC(=O)c2cccc(c2)F)O1,0.87567032,1.011016749,1.002071149,0.940568416,57352887
CANAGLIFLOZIN,Cc1ccc(C2OC(CO)C(O)C(O)C2O)cc1Cc1ccc(-c2ccc(F)cc2)s1,1.0768,0.96742605,0.981762815,0.951222439,57583984
BRD-K21459805,C[C@H]1CCCCO[C@@H](CN(C)C(=O)Nc2ccccc2)[C@@H](C)CN([C@@H](C)CO)C(=O)c2cc(ccc2O1)NC(=O)NC1CCCCC1,1.812526021,1.033979167,1.017551537,1.011907917,57602169
BRD-K43080998,CCC(=O)N1C[C@]2(C1)CN([C@@H](CO)c1[nH]c3cc(ccc3c12)OC)C(=O)CN1CCOCC1,0.865924505,1.00282677,1.015327662,0.995549289,57660718
BRD-K84883260,C[C@@H]1CN([C@H](C)CO)C(=O)Cc2cc(ccc2O[C@H]1CN(C)C(=O)Nc1ccccc1)NC(=O)Nc1cccc2ccccc12,1.073151687,0.916797044,0.983029958,1.011974567,57706794
BRD-K99081154,C[C@@H]1CN([C@@H](C)CO)C(=O)c2cc(ccc2O[C@H]1CN(C)S(=O)(=O)c1cn(cn1)C)NC(=O)CCCCCC(=O)Nc1ccccc1N,0.961364668,1.019575136,1.026662011,0.907962992,57723766
BRD-K44468966,CCOC(=O)c1nonc1N,0.981547719,1.084880925,0.974623891,1.011558291,57803875
BRD-K29751718,C[C@H]1CN([C@@H](C)CO)C(=O)Cc2cc(ccc2O[C@@H]1CN(C)S(=O)(=O)c1ccccc1)NS(=O)(=O)c1c(noc1C)C,0.927000069,1.077706911,0.999264393,0.974650907,57818833
BRD-K70047753,Cc1ccc(c(c1)C(C)(C)C)OCc1ccc(cc1)Cl,0.761475306,1.02893599,0.982865359,0.956832051,57880809
BRD-K60931454,CC(C)Oc1cccc(c1)CC(=O)N1CCC[C@@](CC[N+]23CCC(CC2)(CC3)c2ccccc2)(C1)c1ccc(c(c1)Cl)Cl,0.104439157,1.057617657,1.008481173,1.026158017,57902224
BRD-K72898363,CCCC#Cc1cnc2c(c1)C(=O)N(C[C@@H](C)[C@H](CN(C)C(=O)c1ccc3c(c1)OCO3)O2)[C@H](C)CO,1.082713357,1.046632478,0.981989921,1.010512022,58010485
BRD-K43145106,C[C@H]1CN([C@H](C)CO)C(=O)CCCn2nncc2CO[C@H]1CN(C)S(=O)(=O)c1ccc(cc1)Cl,0.988785278,1.013229092,1.033635909,1.013188888,58161005
BRD-K37309658,C[C@H]1[C@@H]([C@@H](CC(=O)N(CCO)Cc2ccccc2)O[C@]11C(=O)N(c2ccccc2)c2ccccc21)[Si](C)(C)F,1.389293044,0.977781162,1.006919878,0.991019831,58209736
BRD-K26155924,NNC(=O)Oc1ccccc1,1.036894776,1.041845728,1.022584921,0.993085036,58436226
